Vitals:
Short Term Values:
,avail,swap,si,so,pr,pb,cpu-us,cpu-sy,cpu-id,cpu-wa,cpu-st,cpu-gu,virt,rss-all,rss-anon,rss-file,rss-shm,swdo,cpu-us,cpu-sy,io-of,io-rd,io-wr,thr,heap-comm,heap-used,meta-comm,meta-used,meta-csc,meta-csu,meta-gctr,code,mlc,jthr-num,jthr-nd,jthr-cr,jthr-st,cldg-num,cldg-anon,cls-num,cls-ld,cls-uld,
2019-09-28 09:14:04,"14114212","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:05,"14114212","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:06,"14114148","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:07,"14114148","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:08,"14114148","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:09,"14114148","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:10,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:11,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:12,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:13,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:14,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:15,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:16,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:17,"14114164","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:18,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:19,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:20,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:21,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:22,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:23,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:24,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:25,"14114168","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:26,"14114172","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:27,"14114172","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:28,"14114172","0","0","0","1","0","0","0","100","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","5733","118016","141284","12352","8418","393408","14336","0","9","1","0","24612","291","208","10990","0","0",
2019-09-28 09:14:29,"14114172","0","0","0","3","0","0","0","99","0","0","0","7886456","237696","209408","28288","0","0","0","0","5","7","0","25","20480","6984","118016","144216","12352","8615","393408","14336","0","9","1","0","24612","294","208","11237","247","0",
2019-09-28 09:14:30,"14006676","0","0","0","2","0","12","0","87","0","0","0","7886456","346108","317820","28288","0","0","12","0","5","7","0","25","20480","10187","226432","266624","17024","16865","393408","14336","0","9","1","0","24612","397","208","21578","10341","0",
2019-09-28 09:14:31,"13892968","0","0","0","2","0","13","0","87","0","0","0","7886456","459804","431516","28288","0","0","13","0","5","9","0","25","20480","10188","340096","388324","25216","25067","393408","14336","0","9","1","0","24612","500","208","31857","10279","0",
2019-09-28 09:14:32,"13765248","0","0","0","2","0","13","0","86","0","0","0","7886456","587616","559328","28288","0","0","13","0","5","8","0","25","139264","29236","447104","502901","32960","32789","667008","14336","0","9","1","0","24612","597","208","41535","9678","0",
2019-09-28 09:14:33,"13676704","0","0","0","1","0","12","1","87","0","0","0","7976568","675592","647304","28288","0","0","12","1","5","7","0","25","45056","13172","551680","614837","40512","40334","919488","14336","0","9","1","0","24612","691","208","50990","9455","0",
2019-09-28 09:14:34,"13676588","0","0","0","1","0","0","0","100","0","0","0","7976568","675592","647304","28288","0","0","0","0","5","7","0","25","45056","13172","551680","614837","40512","40334","919488","14336","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:14:35,"13676588","0","0","0","1","0","0","0","100","0","0","0","7976568","675592","647304","28288","0","0","0","0","5","7","0","25","45056","13172","551680","614837","40512","40334","919488","14336","0","9","1","0","24612","691","208","50990","0","0",
2019-09-28 09:14:36,"13676588","0","0","0","1","0","0","0","100","0","0","0","7976568","675592","647304","28288","0","0","0","0","5","7","0","25","45056","13172","551680","614837","40512","40334","919488","14336","0","9","1","0","24612","691","208","50990","0","0",
